1.4 41.56
0.98 36.7804
0.686 33.6446
0.4802 31.5524
0.33614 30.1383
0.235298 29.173
0.164709 28.5095
0.115296 28.051
0.0807072 27.7329
0.056495 27.5116
0.0395465 27.3575
0.0276826 27.2499
0.0193778 27.1748
0.0135645 27.1223
0.00949512 27.0855
0.00664659 27.0599
0.00465261 27.0419
0.00325683 27.0293
0.00227978 27.0205
0.00159585 27.0144
0.00111709 27.0101
0.000781964 27.007
0.000547375 27.0049
0.000383162 27.0034
0.000268214 27.0024
0.00018775 27.0017
0.000131425 27.0012
9.19973e-05 27.0008
6.43981e-05 27.0006
4.50787e-05 27.0004
3.15551e-05 27.0003
2.20886e-05 27.0002
1.5462e-05 27.0001
1.08234e-05 27.0001
7.57637e-06 27.0001
5.30346e-06 27
3.71242e-06 27
2.5987e-06 27
1.81909e-06 27
1.27336e-06 27
8.91353e-07 27
6.23947e-07 27
4.36763e-07 27
3.05734e-07 27
2.14014e-07 27
1.4981e-07 27
1.04867e-07 27
7.34067e-08 27
5.13847e-08 27
3.59693e-08 27
2.51785e-08 27
1.7625e-08 27
1.23375e-08 27
8.63623e-09 27
6.04536e-09 27
4.23175e-09 27
2.96223e-09 27
2.07356e-09 27
1.45149e-09 27
1.01604e-09 27
7.11231e-10 27
4.97861e-10 27
3.48503e-10 27
2.43952e-10 27
1.70766e-10 27
1.19537e-10 27
8.36756e-11 27.0001
5.85729e-11 26.9999
4.1001e-11 26.9999
2.87007e-11 26.9999
2.00905e-11 27.0001
1.40634e-11 27
9.84435e-12 26.9995
6.89104e-12 26.9996
4.82373e-12 26.9996
3.37661e-12 26.9983
2.36363e-12 26.9983
1.65454e-12 27.0017
1.15818e-12 27.0002
8.10724e-13 27.0072
5.67507e-13 27.0003
3.97255e-13 27.0173
2.78078e-13 26.9956
1.94655e-13 26.9755
1.36258e-13 27.012
9.53809e-14 27.0418
6.67666e-14 26.9247
4.67366e-14 26.9095
3.27157e-14 27.1484
2.2901e-14 27.1484
1.60307e-14 27.0376
1.12215e-14 26.5944
7.85503e-15 27.5894
5.49852e-15 25.8449
3.84896e-15 27.6909
2.69427e-15 26.3723
1.88599e-15 24.4886
1.32019e-15 26.9105
9.24136e-16 26.9105
6.46895e-16 16.4758
